,Artist,Track,ID
907,Barrie,Michigan,['2IfpB3v2bZxfPVwyTyVdaX']
908,Bauhaus,In Fear of Fear,['4yfTBlDDEOe7835zF1X7oN']
909,Beach House,10:37,['3ETUDzHZP3Ue3C767F9jxM']
910,Beach House,Beyond Love,['2J2hSpUJ3aQXx81q2qqxMj']
911,Beach House,Levitation,['7EWDXdu3BzLLCuAGrAx4RT']
912,Beach House,Space Song,['7H0ya83CMmgFcOhw0UB6ow']
913,Beach House,Wildflower,['24bzJwjGBWtGCs7xKIKQsB']
914,Billie Eilish,you should see me in a crown,['3XF5xLJHOQQRbWya6hBp7d']
915,Blondie,Call Me,['7HKxTNVlkHsfMLhigmhC0I']
916,Britney Spears,Toxic,['6I9VzXrHxO9rA9A5euc8Ak']
917,BÃ¼low,Not A Love Song,[]
918,Cage the Elephant,Cold Cold Cold,['1Q3t9fWvHUXKsMmpD2XpUu']
919,Calvin Harris,Outside (feat. Ellie Goulding),['7MmG8p0F9N3C4AXdK6o6Eb']
920,Calvin Harris, Dua Lipa,['7ef4DlsgrMEH11cDZd32M6']
921,Carly Rae Jepsen,Making the Most of the Night,['13zEyjK3DZm0YtZObaaS1O']
922,Charli XCX,Drugs,['2JjQNEYozHM41eQPFgOV6j']
923,Charli XCX,White Roses,['363vy5ekQwiC5ilmiMhqbA']
924,Charlie Puth,How Long,['6wmAHw1szh5RCKSRjiXhPe']
925,Charlotte Lawrence,Why Do You Love Me (Acoustic),['6jNkx6LBHjaR15GMJ4ibCC']
926,Chevelle,The Red,['1gyee1JuFFiP476LQpRMYU']
927,Chuck Berry,You Never Can Tell,['6FT83pFXKhDlXDsNJFAHWz']
928,Coldplay,Life in Technicolor II,['0VpFFXnT2kNjqJmTv57aZi']
929,Creedence Clearwater Revival,It Came Out of the Sky,['3bgTFCt5CTfasvpigHAdL0']
930,Crosby, Stills & Nash,[]
931,Crosby, Stills,[]
932,Cutting Crew,(I Just) Died in Your Arms,['4ByEFOBuLXpCqvO1kw8Wdm']
933,Depeche Mode,Home,['747YFXlsStfjON5cmYMT0d']
934,dEUS,Ghost,['3o1KKkyK2rZTowwXljbhtW']
935,Doja Cat,Shine,['5xIDCYGTyLaDkiaaulVPcJ']
936,Dua Lipa,Be the One,['1ixphys4A3NEXp6MDScfih']
937,Eagles,Already Gone,['0CKxrnF9KplS21LTjkkqsW']
938,Eagles,I Can't Tell You Why,['02BsTeJE4q5gWOTt58ur5U']
939,Echo & the Bunnymen,Ripeness,['4M8V84pWABXVC4hMfF9WJI']
940,Eminem,25 to Life,['0dyWQoMOU9oERL6c9vxtRp']
941,Eric Clapton,Layla [Derek and the Dominos],[]
942,f(x),4 Walls,['2YkjXEab4USTV9uuAgC90E']
943,Foo Fighters,All My Life,['6tsojOQ5wHaIjKqIryLZK6']
944,For Against,Love You,['1Pvbf6Dy8z3R5CTsJ1PsKT']
945,Fossils,Hansnuhana,['5fIWOnufnkAtDp9SDqRMD3']
946,Frank Ocean,Pink + White,['3xKsf9qdS1CyvXSMEid6g8']
947,fun.,Why Am I the One,['5QbQ5iAebksB5Wj5BPazNX']
948,Have a Nice Life,A Quick One Before the Eternal Worm Devours Connecticut,['34dkZZNQJzEJRqPkywYmEY']
949,Have a Nice Life,Deep,['71zmhACsxU6kGNtZBWSiiZ']
950,Have a Nice Life,Hunter,['052QjISGAv9TPgtypVETn1']
951,Have a Nice Life,The Big Gloom,['6r4Ux7Szu6ncGMjVh0tmCB']
952,Horsebeach,Net Cafe Refuge,['0BVgKT3Aiju6ROJxxH1NUb']
953,James Taylor,You've Got a Friend,[]
954,Jimmy Eat World,Action Needs an Audience,['4wWQfo5vHRiwDsAVVEPPVn']
955,Joy Division,No Love Lost,['3DGl2F6Rw8EZV35H4K9sgz']
956,Kara's Flowers,That's Not Enough,[]
957,Kara's Flowers,The Great Getaway,[]
958,Kasabian,Days Are Forgotten,['0Dn8G1WBbt2SXlwzU5NbmN']
959,Kim Petras,Turn Off The Light,['3uRjtgmTpk61WqnEhafUSn']
960,Led Zeppelin,Kashmir,['2nVHqZbOGkKWzlcy1aMbE7']
961,Linkin Park,Burning in the Skies,['74d6TJmbOtWswxvbQ3m1eu']
962,Linkin Park,In the End,['60a0Rd6pjrkxjPbaKzXjfq']
963,Linkin Park,Leave Out All the Rest,['0sp00HSXkQyqTa6QqM0O8V']
964,Linkin Park,Numb,['2nLtzopw4rPReszdYBJU6h']
965,Linkin Park,Session,['5KNJ2qBD92lNfdcdcHmzEY']
966,Local Natives,Mt. Washington,['5BX9R694ZWdgyMEgswWvgY']
967,Mac DeMarco,For the First Time,['4LB5cNN7f18wIJA2RU4iIO']
968,Megadeth,Five Magics,['3tISv448Ikxvpq2ZrFyGG2']
969,Megadeth,Poison Was The Cure,['6HqnBoikcyjy7I1kbrfhlr']
970,Megadeth,Symphony of Destruction,['51TG9W3y9qyO8BY5RXKgnZ']
971,Megadeth,Tornado Of Souls,['4E5xVW505akJX0wcKj8Mpd']
972,Mild Orange,Stranger,['0NGjXNfzZVv1MsXttI9KpS']
973,Molchat Doma,ÑÐµÑÐ½Ð¾Ð»Ð¾Ð³Ð¸Ñ,[]
974,My Bloody Valentine,Sometimes,['5KBKqxYY263Tr0haAu3fMz']
975,Mystic Braves,Bright Blue Day Haze,['1RNybormZ5O0s3DCIRQWq4']
976,Nada Surf,Inside of Love,['56hMpSZ6CZ2gjmdKdNN8pz']
977,New Order,Chosen Time - 2015 Remaster,['3cNQLJG59xRFGT8cb8KwSi']
978,Nick Drake,Time Has Told Me,['20FLGZPgMHXlU0VpQ0HpxN']
979,Nine Inch Nails,Only,['0m1DJ5Jkv3kdnGrcZsJFmC']
980,Oasis,Champagne Supernova,['6EMynpZ10GVcwVqiLZj6Ye']
981,Paper Rival,Are We Brothers?,['4OxTI9uUSretrXjCkt4eyr']
982,Peach Pit,Alrighty Aphrodite,['6OiRh4kttAs1YWglvTcYkB']
983,Pixies,Gouge Away,['6zYowbcWgqkyWHtvp6BUxL']
984,Pixies,Silver,['2p74TLDP6dmfGpY9mel4hN']
985,Poets of the Fall,Temple of Thought,['22rDQHfjPZD2beNWa481Fe']
986,Portishead,It Could Be Sweet,['1cpnpMvnvmdy3hzYgd5oo9']
987,Portishead,Strangers,['6pW8YspamPCxUwgvYttTSc']
988,Puddle of Mudd,Blurry,['6lSr3iZTC144PKhvbPFzMp']
989,Push to Talk,Problems,['0hDjsQO2vxDSZIiD0C0cpx']
990,R.E.M.,Losing My Religion,['31AOj9sFz2gM0O3hMARRBx']
991,Radiohead,Sail to the Moon. (Brush the Cobwebs Out of the Sky.),[]
992,Rage Against the Machine,Wake Up,['2QiqwOVUctPRVggO9G1Zs5']
993,Robin Guthrie & Harold Budd,Neil's Farewell,[]
994,Roosevelt,Montreal (Original Mix),[]
995,Ruby Haunt,Sanctuary,['4e4PGzYFYlHzirEtJciAfk']
996,Simon & Garfunkel,A Most Peculiar Man,['5B5dFE2ofUxmsXbhGrPZT9']
997,Simon & Garfunkel,April Come She Will,['0djZ2ndRfAL69WYNra5jRC']
998,Slowdive,Star Roving,['6oeABvJGU7Oztzd3CiSv0l']
999,Sonic Youth,She Is Not Alone,['6p5dUkWbOtGIP0O01kv9h2']
1000,Sonic Youth,Stones,['1hVhfJiDdR3KHAVW97Dp6k']
1001,Sonic Youth,The World Looks Red,['1uq9E1t4rk4Uw0wW8VgDkc']
1002,Stanton Lanier,Dreams In the Night,['4NXlsORkExosSY2riMB4vS']
1003,Stealers Wheel,Stuck in the Middle With You,['1b7LMtXCXGc2EwOIplI35z']
1004,Stevie Nicks,Edge of Seventeen,['2id8E4WvczfKHB4LHI7Np3']
1005,Sting,Englishman in New York,['4KFM3A5QF2IMcc6nHsu3Wp']
1006,Styx,Suite Madame Blue,['1gufwupdoA0lqEgg66JUPD']
1007,Styx,The Grand Illusion,['0FFdCFGfmtqVaHTBYXybkx']
1008,Talk Talk,Call in the Night Boys - 1997 Remaster,[]
1009,Talk Talk,Living In Another World,['03d3DCqwvt65Orfdomjs6e']
1010,Talk Talk,Talk Talk,['6Vipnok4Hf5xpH6eJaxvr0']
1011,Talk Talk,The Last Time - 1997 Remaster,['4MAmlSsRV2SWiZvk7z2BFB']
1012,Talk Talk,The Party's Over - 1997 Remaster,['51okCat2x9GxNUH5tuJ4ej']
1013,Talking Heads,Pull Up the Roots,['7tzxJBTk35iJREdh8LkWOm']
1014,Talking Heads,Pulled Up - 2005 Remaster,['1n9lGvOA1TKBvwVQ4tpB2o']
1015,Temple of the Dog,Say Hello 2 Heaven,['4L2S9GbwEgwfSbHjTCvNQX']
1016,The Beatles,Being For The Benefit Of Mr. Kite / I Want You (She's So Heavy) /  Helter Ske...,['2MAU8kcMbo0lHXWzZ19SNo']
1017,The Beatles,Get Back,['4MLBqAEzNN89o2M9h92Z26']
1018,The Beatles,Here Comes the Sun,['6dGnYIeXmHdcikdzNNDMm2']
1019,The Beatles,She's Leaving Home,['3PjMtNzwhDHqxoKudm6GvF']
1020,The Beatles,Taxman,['4BRkPBUxOYffM2QXVlq7aC']
1021,The Cascades,Rhythm of the Rain,['7GHf8dQ2wA71wYOuRsQCZP']
1022,The Connells,'74-'75,['2MAVcVr2oylw2OZ3hojWYj']
1023,The Cure,10:15 Saturday Night,['0l7djXY6dukQGO9qzWadiz']
1024,The Cure,Faith,['79DE77tA2SOD92QuRedb5A']
1025,The Cure,Just Like Heaven,['76GlO5H5RT6g7y0gev86Nk']
1026,The Cure,Untitled - Remastered,[]
1027,The Doors,My Eyes Have Seen You,['6HSQ5z5afdLjhphHWfPiEG']
1028,The Jesus and Mary Chain,The Hardest Walk,['5Rww9p2xp4TSzk9nuIyZ2h']
1029,The Jesus and Mary Chain,The Living End,['7qBNZBo1snT5NXOCNln1t5']
1030,The Limeliters,Take My True Love By The Hand,['5JSUtDD6KzntMo1LC8Fg86']
1031,The Mamas & the Papas,Somebody Groovy,['1DmsXjXTjqQZ3kRl4yLvMw']
1032,The Moody Blues,Tuesday Afternoon (Forever Afternoon),['31pi9vJJWHZxygk8AoGd0d']
1033,The Psychedelic Furs,Fall,['39KXyymEKDqnTCDBCPkwK4']
1034,The Psychedelic Furs,Mr. Jones,['707wkmVjKyaTKDqOYZQ9K1']
1035,The Psychedelic Furs,No Tears,['6l8b61vnCxkfo9r71H9l1t']
1036,The Sisters of Mercy,Some Kind of Stranger,['7AAUeH9v19WNJTggB0ahDL']
1037,The Smiths,Panic,['64D3dzWyj0GpQT1AHx4kbK']
1038,The Sound,Winning,['7EOCSmPvQ8psymuLTsKfN2']
1039,The Specials,A Message to You Rudy,['5dRfBz5ZXJc5gZJsNM04nn']
1040,The Stone Roses,Waterfall,['4CWgqHRJjDLd2PCedMz8eY']
1041,The Strokes,Last Nite,['3SUusuA9jH1v6PVwtYMbdv']
1042,The Strokes,Someday,['7hm4HTk9encxT0LYC0J6oI']
1043,The Velvet Underground,Beginning To See The Light,['55nFZrJCd2ry0Q1iHCXDee']
1044,The Vines,Country Yard,['6YvTdIwa0ziWuys1FKk6Uo']
1045,Throbbing Gristle,Dead on Arrival,['1F39S1jWuGsCZL7tx5pCKk']
1046,Throbbing Gristle,Hamburger Lady,['7eAewwhDIvqRKaIuRp71Sv']
1047,Throbbing Gristle,Valley of the Shadow of Death,['0BH3Slj8uSeM8jbeh5sB57']
1048,Throbbing Gristle,Weeping,['1W8HRCAabNBk4ejD4yhkYu']
1049,Tove Lo,Cool Girl,['3tJ4y2Zqx6gM9xOAuFfsSF']
1050,Weezer,Island in the Sun,['2MLHyLy5z5l5YRp7momlgw']
1051,Weezer,My Name Is Jonas,['4nzyOwogJuWn1s6QuGFZ6w']
1052,Wilco,Impossible Germany,['6L0BBPYeWnaQJeDa0ox0IA']
1053,Wire,Another the Letter,['0xr5ZFyC1SssS1dBHfrP5i']
1054,Wire,Men 2nd,['1ptKPZyoKjI7PAJqAC9dVS']
1055,Ð¡Ð¾ÑÐ» Ð­ÑÐ´ÑÐ½Ñ,Ð¥Ð¾ÑÑÐ»Ð°Ð° ÐÑÑÐ»ÑÑ,['0Fw2iOq2OffrDsBLeM0Gbl']
1056,10cc,Dreadlock Holiday,['1LOZMYF5s8qhW7Rv4w2gun']
1057,Aaudai Jadai (Timro Nyano),The Uglyz,[]
1058,Amy Winehouse,You Know I'm No Good,['4zQuwW24dweWcaX0fEJkP2']
1059,Ariana Grande,One Last Time,['7xoUc6faLbCqZO6fQEYprd']
1060,Ariana Grande,Touch It,['7MGRcJy1saXKiphwqJBnRb']
1061,Avenged Sevenfold,Afterlife,['7zAt4tdL44D3VuzsvM0N8n']
1062,Avicii,Lay Me Down,['6ekvzkGg31TOQhHIFEd55x']
1063,Bauhaus,Of Lilies and Remains,['0hrBY5YMWGpP4POebLM3BY']
1064,Beach House,Days of Candy,['6Jzr32geft80FJxOPGr4uw']
1065,Beach House,Sparks,['5ORY1GDl3lpEDyU1CzSq26']
1066,Billy Joel,Just The Way You Are,['49MHCPzvMLXhRjDantBMVH']
1067,Black Sabbath,N.I.B.,['2GnVuaoKSkB6Xa07l1BBg8']
1068,Blondie,Island of Lost Souls,['6zpOOolgl41YcyyQfbykpR']
1069,Blondie,Shayla,['1OGQGQgmbUnRStarwKxvrr']
1070,Blondie,The Tide Is High,['165NAtd2DRPKNQ6EVY0VG9']
1071,Blvmenkind,Dream With You (Ft. Sam Darton),[]
1072,Buckethead,Soothsayer (Dedicated to Aunt Suzie),['5VBwLOZDyDWInNYIUniuZG']
1073,Cage the Elephant,Cigarette Daydreams,['2tznHmp70DxMyr2XhWLOW0']
1074,Chuck Berry,Let It Rock,['2OCoH12t6olzx9bT1PEC8F']
1075,Chumbawamba,Tubthumping,['5YScXJKtefsgdskIy60N7A']
1076,Coldplay,The Scientist,['75JFxkI2RXiU7L9VXzMkle']
1077,Creedence Clearwater Revival,Proud Mary,['2EZc13S7YRi6bTS3SKteRN']
1078,Creedence Clearwater Revival,The Midnight Special,['5fOMHgOpYC0ryDhqPQXs0r']
1079,Crosby & Nash,Immigration Man,['2vTSy6O0W47RiIEdp0wDJ9']
1080,Crosby, Stills,[]
1081,Dagny,Wearing Nothing,['2TDCuQqCA7VwmihYZnvUY1']
1082,David Bowie,Speed of Life - 2017 Remaster,['7B265QWYkUeqG2ihVEUZ5D']
1083,David Bowie,Subterraneans - 2017 Remaster,['2yfKkvgywRAY9xy849piLp']
1084,David Bowie,What in the World - 2017 Remaster,['04UsGrg02dEMLnTZdBNyRI']
1085,Def Leppard,Let It Go,['1aR6W01r094onPc4O2avEp']
1086,Def Leppard,Pour Some Sugar on Me,['0PdM2a6oIjqepoEfcJo0RO']
1087,Deltron 3030,Mastermind,['0uMn8WKu3qtQLaUyal1bsz']
1088,Depeche Mode,My Secret Garden,['3PVdIytWQCEuYZjQ3bCQSA']
1089,Depeche Mode,"Policy Of Truth - 7"" Version",[]
1090,Dire Straits,Lady Writer,['3mwFncaI2HBczQ92GP9MQF']
1091,Downface,Purge,['36TPDLrlNDhVrZ4KbBywJl']
1092,Dr. Dre,I Need a Doctor (feat. Eminem & Skylar Grey),[]
1093,Dua Lipa,Cool,['2nMOodYNHBAQ3Kc1QNimZU']
1094,Dua Lipa,Levitating,['463CkQjx2Zk1yXoBuierM9']
1095,Dua Lipa,Physical,['3AzjcOeAmA57TIOr9zF1ZW']
1096,Ducktails,Letter of Intent,['5akpQL2mBRLaM5dNSw1ZsL']
1097,Eagles,Heartache Tonight,['2bzgKuK3pVez40qUvo8sYr']
1098,Eagles,Peaceful Easy Feeling,['40h65HAR8COEoqkMwUUQHu']
1099,Eagles,The Best of My Love,['5MLLuLqPdUlx8bfKtdkLwO']
1100,Echo & the Bunnymen,All I Want,['4uVUa5yCpYwIiS6qouJiAz']
1101,Echo & the Bunnymen,Stars Are Stars,['7wkCQUjsllXFZOJ89s5C6g']
1102,Echosmith,Scared To Be Alone,['74FfgpkqdeyMABOGB1LFYL']
1103,Erang,The Highway Goes Ever On,['2wPPxFvQrrBvcgY7XQ5DL5']
1104,Fiona Apple,Shadowboxer,['0XMzFZgFvEqH2nEa3iwNUD']
1105,Foxes,Let Go for Tonight,['59lq75uFIqzUZcgZ4CbqFG']
1106,FrÃ©dÃ©ric Chopin,Nocturnes,[]
1107,FrÃ©dÃ©ric Chopin,Nocturnes,[]
1108,FrÃ©dÃ©ric Chopin,Nocturnes,[]
1109,Froth,Shatter,['6V48YJl78bJthpf7U9b6q5']
1110,Froth,Turn It Off,['70bIGNeXqdzTp7WJSzOgQ7']
1111,Gabrielle,Greensleeves,[]
1112,Guns N' Roses,Knockin' on Heaven's Door,['4JiEyzf0Md7KEFFGWDDdCr']
1113,Guns N' Roses,Sweet Child o' Mine,['7snQQk1zcKl8gZ92AnueZW']
1114,Guster,One Man Wrecking Machine,['0YhEJmOYZoRdKNPbCvHs8R']
1115,Have a Nice Life,Bloodhail,['5qZ4c1EBVWpmz1GBaks8Uq']
1116,Have a Nice Life,Holy Fucking Shit: 40,['0oPnyCLqcn2ZNzwy5pLKDR']
1117,Have a Nice Life,Telefony,[]
1118,Have a Nice Life,The Future,['36hfuJ6XOZdOuToo4SgLVv']
1119,Have a Nice Life,There Is No Food,['30j2ZsXF9MpdbDrCwYwPNk']
1120,Have a Nice Life,Waiting for Black Metal Records to Come in the Mail,['3uIA46kBcrbOII0DEXFfkI']
1121,Have a Nice Life,Who Would Leave Their Son Out in the Sun?,['0YyazmHAuu1j8wxSZXSPK4']
1122,Hippo Campus,Vacation,['1s6ZeNCxTkbN0QgzsvK2SB']
1123,Horsebeach,A Place Like This,['6o57eHthvpT0OZIKQly7qR']
1124,Horsebeach,Disappear,['4TG3oQLQGo7LTLng49DSoh']
1125,Horsebeach,Yuuki,['5LojYbTERXx0OFMj7nHHrP']
1126,Hot Flash Heat Wave,Sky So Blue,['6fl9zJjSy2ux4icF4vwL1U']
1127,Jackson C. Frank,Milk and Honey - 2001 Remaster,['5gNchicUY2EvUvZOE2eBzg']
1128,Jimi Hendrix,Voodoo Chile (Slight Return),[]
1129,Joan Baez,Diamonds And Rust,['4O0sGJdqpHMaWz7KoVd7tb']
1130,Joy Division,Failures,['3T89Non4DVRIpga4MnHTq4']
1131,Joy Division,Komakino - 2010 Remaster,['6lICweXHg7HsfYWsbb3HeN']
1132,Joy Division,No Love Lost - 2010 Remaster,['3DGl2F6Rw8EZV35H4K9sgz']
1133,Judas Priest,Lost and Found,['36EomUF5EgS8zOREpInsbe']
1134,Katy Perry,California Gurls (feat. Snoop Dogg),['3glgou0Tu1wEYeo5Lt87In']
1135,Katy Perry,Chained To The Rhythm ft. Skip Marley,[]
1136,Kero Kero Bonito,Break,['6u4xZnL4W0YSLXw24k2zlJ']
1137,Kero Kero Bonito,Graduation,['2oNLDoWxa2UniEXpF69oUJ']
1138,Kero Kero Bonito,Heard A Song,['4cyjLMvPunnFEXB0Gvz5py']
1139,Kero Kero Bonito,Trampoline,['3LuLUNgRmmgcr14dTIWH2S']
1140,Kim Petras,<demons>,['3dBKhZCi905UfyeodO8Epl']
1141,Kim Petras,Boo! Bitch!,['2glyE4SoIa0b3sJwdGj5wH']
1142,Kim Petras,Close Your Eyes,['5FN3Dh76G155e72RQjLkUZ']
1143,Kim Petras,Death By Sex,['4mejIJjLdjbg83GThvOisK']
1144,Kim Petras,Everybody Dies,['0jUbKeQJBNYYBxZXuDagAN']
1145,Kim Petras,i donât wanna dieâ¦,[]
1146,Kim Petras,In The Next Life,['5wwNGGl95gHhC2HzaH05G8']
1147,Kim Petras,Knives,['4yv9aAFfYFNKuWT9sX2Lq3']
1148,Kim Petras,Massacre,['5LeZkX8yjYzjw70fDFUsnh']
1149,Kim Petras,o m e n,['20CU96fnLJpp303UtBN8cB']
1150,Kim Petras,TRANSylvania,['5G1JtjmtvhB6TbvWKJ5Wr3']
1151,King Crimson,Epitaph,['4rEle6gif1VERA41tjOTIq']
1152,King Harvest,Dancing In The Moonlight,['0q21FNwES2bbtcduB6kjEU']
1153,Lana Del Rey,Summertime Sadness,['6PUIzlqotEmPuBfjbwYWOB']
1154,Launder,Fade,['56aGCgQHz0eRCNXcuNY99B']
1155,Led Zeppelin,The Rain Song,['3JLrri1xSCui3bzITDJbkk']
1156,Level 42,Lessons in Love,['3EGI5qmVmGlfgy9BmNb1R8']
1157,Linkin Park,Don't Stay,[]
1158,Linkin Park,High Voltage,['7GVqIMb6OdMY5mG7fUrtOq']
1159,Linkin Park,My December,['0fxGA5lxrdYNYoE7yJxTNZ']
1160,Mac DeMarco,On the Level,['36rqjSUBaArtMBLWrzwInc']
1161,Mac DeMarco,Passing Out Pieces,['2J4obtL5oOmstcOfq5UW3C']
1162,Majortone,Play All Night (Diligent Man Remix),['6agPuXMrdhBGQbflEFUoCS']
1163,Maroon 5,Harder to Breathe,['4V9JDRqKjN8F2HWdlEDxvI']
1164,McFly,All About You,['0ElmwRAsaxaUZXnMbaSllH']
1165,Megadeth,Dawn Patrol,['4NwFxag85AYdCel47a3Yhi']
1166,Megadeth,Rust In Peace...Polaris,['0803SWqmIJGvZ15B8zsewn']
1167,Meiko,Leave The Lights On (Stoto Remix),[]
1168,Men I Trust,Break for Lovers (feat. Helena),['1mXE3amJxqLBPBUBYQi55e']
1169,Metallica,Fade to Black,['0dqGfCMAGyDgpUAgLNOjWd']
1170,Metallica,The Day That Never Comes,['2gqzkEF88vMclfRZEIOnQO']
1171,Metallica,Welcome Home (Sanitarium),['7LHZ7HA45ezKcdN8sBrBuS']
1172,Michael Jackson,Billie Jean,['5ChkMS8OtdzJeqyybCc9R5']
1173,Mild Orange,Some Feeling,['5txzKcySsIIIrsciNliAoL']
1174,Mojave 3,Some Kinda Angel,['74vP3RNPO5XvJO6KMz8BnF']
1175,Mr. Big,Wild World,['2kj5f1eRhUFhW6K0qUwoD8']
1176,Mungo Jerry,In the Summertime,['3RNyGLgSvmVRZ7xKUp8Wgd']
1177,Nada Surf,Killian's Red,['34N8yuRkYanWNBtcvdMEgk']
1178,New Order,ICB,['6CC7pFl61V1QRTLf4tgyUj']
1179,New Order,Truth - 2015 Remaster,['60mjYxWA7rBH7rYrLQKdF7']
1180,Nirvana,Lithium,['2YodwKJnbPyNKe8XXSE9V7']
1181,Noel Gallagher's High Flying Birds,AKA...What A Life!,['5mljJfOTZR3nF4ExmRLTjv']
1182,Peach Pit,Tommy's Party,['5OuJTtNve7FxUX82eEBupN']
1183,Pearl Jam,Black,['5Xak5fmy089t0FYmh3VJiY']
1184,Phil Collins,In the Air Tonight,['18AXbzPzBS8Y3AkgSxzJPb']
1185,Pink Floyd,Julia Dream,['4MPkQ1BppSZR0PnZ5HWL0i']
1186,Placebo,Swallow,['1Aj2d9CFXy7gSz4XDUWEs8']
1187,Placebo,The Bitter End,['3WBPiogtVDBSXK7uOpxJ6m']
1188,Poets of the Fall,Carnival of Rust,['2DtPEKs3Pj7E06EoWW4vw8']
1189,Porcupine Tree,Dark Matter,['29inWZeEAUluIrwN5Z2SMt']
1190,Porcupine Tree,Waiting (Phase 2),['6S06y0FrD1fKjuhrDJW6V2']
1191,Portishead,Sour Times,['6vTtCOimcPs5H1Jr9d0Aep']
1192,R.E.M.,Find the River,['1e3Q7gE5TRUklXOlZFKIrv']
1193,Radiohead,Kid A,['3QDahKSqLwYJYQRbILdzS6']
1194,Radiohead,Lift,['7xztI3ccyUdEYqKYABkMQM']
1195,Radiohead,Stop Whispering,['3CbAW3GjkBKfErt4LLbSzr']
1196,Radiohead,The National Anthem,['4Wgj6jzoI2gYlumXdYAB8U']
1197,Radiohead,Videotape,['4T1iiabe7G0UjWQJCY6NE2']
1198,Red Hot Chili Peppers,Breaking the Girl,['0cG9ocYqYOIVtgiWTmTe3g']
1199,Robin Guthrie & Harold Budd,A Silhouette Approaches,[]
1200,Robin Guthrie & Harold Budd,Childhood Lost,[]
1201,Robin Guthrie & Harold Budd,Goodbye to Wendy,[]
1202,Robin Guthrie & Harold Budd,Neil's Theme,[]
1203,Scorpions,Always Somewhere,['6Ok4D4w117mSi9OP8tmrpg']
1204,Scorpions,Holiday,['55493u4ooFK6fMCMFf99fa']
1205,Scorpions,Lonely Nights,['5tBP7sZbnIKLPsKIMrHhpa']
1206,Selena Gomez,Me & the Rhythm,['7fBUnDgtSvYpYWuX4iAfns']
1207,Sharon Van Etten,Every Time the Sun Comes Up,['38ydcsbayM4oX21Hhu84DT']
1208,Sheryl Crow,All I Wanna Do,['3ZpQiJ78LKINrW9SQTgbXd']
1209,Simon & Garfunkel,Anji,['5pT4qRIpNb7cASsnMfE1Hc']
1210,Simon & Garfunkel,Kathy's Song,['4Acofe9hICRvyBTP5hFNk0']
1211,Slowdive,Dagger (Electric),[]
1212,Slowdive,Morningrise,['3elCikjYOJdgvPz2HGLPS1']
1213,Snowy White,Bird of Paradise,['1JGW1e2tacnCgBPfRH0haY']
1214,Sonic Youth,'Cross the Breeze,['4T4AEZ3WxwkfrEYXYfGV44']
1215,Sonic Youth,I Don't Want To Push It,['3lNldjqwJrTpWJ9vv45VST']
1216,Sonic Youth,The Good and the Bad,['4RZW3ODulhF66QUItpB9aD']
1217,Sonic Youth,The Sprawl (Album Version),['4ImbE4F46Lhu7lG1Unurvp']
1218,Soundgarden,Black Hole Sun,['2EoOZnxNgtmZaD8uUmz2nD']
1219,Soundgarden,Into the Void,['7yMQGEw8NsFtGEKPZpq8Q1']
1220,Soundgarden,Let Me Drown,['73mseL1QMWuOVIrYwIFlPf']
1221,Styx,Too Much Time On My Hands,['4hWUOIDHda9XOb1zDchftP']
1222,Sunnyboys,Let You Go - 2014 Remaster,[]
1223,Supertramp,Breakfast In America - Remastered,['4a5pNRjwmzYQuEY1E7O6pj']
1224,Swim Mountain,Wait for Me,['0fIVa2TQZvzE0RIJAqrkVZ']
1225,Swimming Tapes,Souvenirs,['6AGBpC4iTB7tTx6guDYZ8a']
1226,System of a Down,Chop Suey!,['2DlHlPMa4M17kufBvI2lEN']
1227,Talk Talk,Dum Dum Girl - 1997 Remaster,['4QeaktgSB7T5m9dap9gTDZ']
1228,Talk Talk,Happiness Is Easy - 1997 Remaster,['3wowK80ug94yqlI86A9Ej9']
1229,Talk Talk,Life's What You Make It - 1997 Remaster,['2iWTHXaFtRSMhd5OLpYD7f']
1230,Talk Talk,Today,['2HC6DOJvppo0Dn3KFl084N']
1231,Talking Heads,First Week / Last Week....Carefree - 2005 Remaster,['5u7oGtNUQ29KCwA6Xw0GJY']
1232,Talking Heads,Girlfriend Is Better,['6VyR9z26oKw6BvlwSjqvoY']
1233,Tame Impala,Feels Like We Only Go Backwards,['0LtOwyZoSNZKJWHqjzADpW']
1234,Tame Impala,Latenight Moonlight,[]
1235,The Allman Brothers Band,Ramblinâ Man,[]
1236,The Beatles,In My Life,['3KfbEIOC7YIv90FIfNSZpo']
1237,The Beatles,Love Me Do,['3VbGCXWRiouAq8VyMYN2MI']
1238,The Beatles,Mean Mr Mustard,['4JOyMhad5dD81uGYLGgKrS']
1239,The Beatles,Something,['0pNeVovbiZHkulpGeOx1Gj']
1240,The Beatles,The Ballad of John and Yoko,['1F7s27lLKshLPt9TPCgMDL']
1241,The Cure,Closedown - Remastered 2010,[]
1242,The Cure,Six Different Ways,['24W113iYyDEa2d6lqfgikX']
1243,The Cure,The Blood,['589QTU4b7QS21hOMlYZJPe']
1244,The Cure,The Final Sound,['4bEjUv7lwlzdH0Ac0LErsM']
1245,The Doors,Hyacinth House,['4nKmlUaUiUN4rpMGYnUPAu']
1246,The Drifters,Save the Last Dance for Me,['391TUcoPonqYykPkSZ5Z9U']
1247,The Grass Roots,Wait A Million Years,['4dJdacDigsfFKUk8dsAUxA']
1248,The Ink Spots,If I Didn't Care,['2jPgfwVXOKnUl2QLQsnIAT']
